id,lat,lon
3138912362,8.6505323,-13.2269608
3355967597,8.4541169,-13.2708973
3355967598,8.4542983,-13.2704514
3355967599,8.4544461,-13.2707205
3355967601,8.4571914,-13.2688752
3355967602,8.4575696,-13.2688347
3355967603,8.4577099,-13.2688193
3355967604,8.4577482,-13.2688107
3138912373,8.6504242,-13.2260872
3138912374,8.6446571,-13.2265883
3355967605,8.4579807,-13.2687583
3355967606,8.4586529,-13.2684339
3355967607,8.4594261,-13.2675522
3436707964,9.1158383,-12.8025819
3138912380,8.6416796,-13.226931
2964848768,9.7265041,-11.0264801
3138912384,8.6418328,-13.2275408
3034841221,7.5560241,-11.0305832
3138912390,8.6377532,-13.2248318
3066036361,7.5254611,-11.7935884
3436707979,9.1192224,-12.8084952
3138912395,8.6379256,-13.2237574
3436707986,9.1198039,-12.8079693
3138912402,8.6383123,-13.2252095
3138912408,8.6381074,-13.2258154
2995519644,8.7002071,-11.3448942
2746220704,8.4715742,-10.3833118
3138650275,9.25006,-12.1725011
2995519657,8.7004694,-11.3458815
3138912428,8.6258012,-13.2171039
3138912429,8.6258761,-13.2171759
2746220722,8.4716801,-10.3841569
3138912435,8.6257907,-13.2171764
2964848821,9.7580117,-11.0379937
2964848824,9.7582819,-11.038663
3138650297,9.261568,-12.175721
3138650298,9.2621378,-12.1762413
2127560891,7.5349634,-11.9288947
2995519678,8.7013084,-11.3384866
3138912450,8.6347136,-13.2190319
3138650307,9.2641439,-12.174068
2995519684,8.7014657,-11.3469379
1117257926,8.491303,-13.2898881
3138912455,8.6373489,-13.2178641
3138912458,8.6370942,-13.2171024
3138650317,9.260799,-12.1756449
3138650318,9.261478,-12.1755163
3138912463,8.6368772,-13.2169449
3138650320,9.2624075,-12.1753316
3138650321,9.25833,-12.1762994
3298296020,8.6819471,-11.3759472
2995519701,8.7018227,-11.3378343
2995519702,8.7018292,-11.3378623
3032744150,8.4752231,-12.7594061
2127560924,7.5372741,-11.9209947
2995519712,8.7018898,-11.3470578
2972451041,8.7654894,-11.3622704
3089367264,7.7063541,-12.2637919
3135766763,8.8292328,-12.0345279
3135766768,8.8307581,-12.0346417
3120824564,8.7834085,-12.5417872
2995519733,8.7020958,-11.338608
3089367286,7.7067528,-12.2672481
3135766773,8.8310509,-12.0335722
2995519737,8.7022022,-11.3455332
3135766778,8.8290191,-12.0351775
3032744187,8.4830315,-12.5892394
3135766782,8.8271997,-12.0340063
3032744190,8.4838626,-12.6271961
3173253376,8.9556002,-11.9658119
2996830469,8.0928134,-11.2083657
3032744197,8.486166,-12.7741688
3120824583,8.7844538,-12.5421331
3406299400,9.0349995,-13.1336414
4153934094,9.0703604,-10.6152392
2995519761,8.7025693,-11.3474246
2127560978,7.5723656,-11.9375153
2995519765,8.7025921,-11.3402995
2996830488,8.0935927,-11.2234696
3046315236,8.4534582,-13.2687785
2996830494,8.0943074,-11.2242182
3120824610,8.7854297,-12.538605
2996830499,8.0947483,-11.2203389
3406299429,9.0373135,-13.1261985
2964848935,9.7614041,-11.0414761
2964848937,9.7616248,-11.0226223
3120824624,8.7860337,-12.5424849
3046315240,8.4577225,-13.2676226
2995519794,8.7029614,-11.3405325
3120824627,8.7861064,-12.5424697
3406299447,9.0392962,-13.1256551
3133407544,9.4104294,-12.1343426
3131048252,8.4664786,-13.187933
3133407553,9.4222815,-12.136964
2996830530,8.0971541,-11.2215063
3133407560,9.4240991,-12.1320439
3133407561,9.4289929,-12.1393429
3120824650,8.786805,-12.5390434
2995519820,8.7043216,-11.3386439
2763784528,8.6066881,-10.8651932
2763784530,8.6024415,-10.8721782
3406299474,9.04168,-13.1252664
3406299480,9.0419112,-13.1255861
3131048280,8.4665963,-13.1880461
4168089948,9.9924075,-11.5641478
3133407581,9.4320057,-12.1352589
3120824670,8.7871976,-12.5360989
2952528223,7.9945447,-10.8448142
3406299485,9.042497,-13.1299764
3131048284,8.4666128,-13.1879639
2995519842,8.7072229,-11.3377708
3120824675,8.7872954,-12.5382174
3127640423,9.3254182,-11.8663463
2127561065,7.5759159,-11.9095893
2964849001,9.7929301,-11.0594425
3045327212,7.7805169,-11.2021218
3045327218,7.7791682,-11.2034693
2952528245,7.995505,-10.8442073
2791047543,8.6134243,-13.2084515
2791047545,8.6126558,-13.2087423
2791047547,8.6154496,-13.2090167
3120824700,8.7879483,-12.5410147
2791047553,8.6155849,-13.2088113
2791047557,8.6151861,-13.2097487
2791047559,8.6159553,-13.2092115
2791047561,8.6157633,-13.2097533
3127640462,8.5738477,-12.5704877
3133407632,9.4492064,-12.1332845
3120824723,8.7883961,-12.5354514
3120824727,8.7885959,-12.5374184
4168090010,9.9931742,-11.5434901
4168090011,9.9931761,-11.5644857
2127561117,7.5873315,-11.9379675
2995519904,8.7094755,-11.3382782
3127640480,8.5739637,-12.5853109
3127640483,8.5739692,-12.5851948
2888565158,8.9608162,-11.9879093
2985820587,7.8970039,-11.1681612
2933129646,8.425127,-10.7869093
3033268655,7.9629445,-10.935669
2995519919,8.7100525,-11.3379599
3127640494,8.5740414,-12.5853239
3127640496,8.5740515,-12.5798035
3133931952,8.306427,-13.0507137
2127561140,7.5938934,-11.9401923
3033268661,7.9631757,-10.9346438
2985820596,7.8972475,-11.1673512
3133931959,8.3066517,-13.037057
3120824763,8.78962,-12.5316469
2995519932,8.7107204,-11.3389102
2995519937,8.7114083,-11.3493695
2985820611,7.8973821,-11.1678627
2955149763,8.3837714,-10.3033594
3033268677,7.9653552,-10.9373374
3127640515,8.5741999,-12.5685584
2998141383,7.8946374,-11.4681576
2127561160,7.5980167,-11.8915454
2998141384,7.897653,-11.4652559
2985820618,7.8975609,-11.1683431
2985820624,7.8978026,-11.1681812
3406299601,9.0452316,-13.1275856
3120824786,8.790236,-12.5466719
2985820627,7.8978921,-11.1676624
2985820628,7.8979251,-11.1709407
2998141397,7.9021716,-11.4633489
3406299606,9.0456672,-13.1286632
3406299608,9.0458958,-13.1285424
2998141402,7.9029358,-11.4646304
3406299613,9.0468258,-13.1275714
3033268713,7.9663174,-10.9372689
3406299629,9.0566246,-13.1427177
3120824815,8.7916878,-12.5431802
2998141424,7.9053696,-11.4652725
3120824816,8.7917652,-12.5423118
4168090098,9.9941753,-11.5462742
3133932015,8.3070453,-13.0373352
3120824842,8.7923627,-12.5401671
2998141451,7.9156866,-11.4464395
3120824843,8.7923901,-12.5472299
2998141457,7.9177137,-11.4379714
2998141465,7.9191859,-11.4388714
3120824871,8.7932407,-12.5329635
2967470632,8.6952346,-11.2532328
3126592040,9.3272346,-12.2351447
3135504937,8.8034151,-12.6911925
3120824877,8.7936334,-12.5322386
2972451374,8.7691445,-11.363558
2127561272,7.6111666,-11.8688992
3120824888,8.7942124,-12.5419616
3135504952,8.8064576,-12.688996
3120824891,8.7942881,-12.5402171
4168090171,9.9951394,-11.5693023
2127561287,7.6116857,-11.868005
3120824903,8.7951209,-12.5419429
3135504971,8.8083392,-12.6718723
3133932108,8.3079591,-13.0515233
3120824909,8.7953272,-12.5438614
2998141520,7.9212092,-11.4464857
3126854232,8.5872346,-12.4817018
3135504986,8.8090436,-12.6891669
3135504988,8.8142779,-12.6946884
2998141534,7.9219523,-11.4513822
3133932128,8.30814,-13.0408595
3443262048,8.9775232,-12.9805387
3135504995,8.8164498,-12.6873438
2998141541,7.922994,-11.4492662
3133932133,8.3081997,-13.040912
2998141555,7.9280801,-11.4525902
2964849268,9.8184609,-11.1734254
2998141560,7.9291576,-11.4526594
2769814139,8.9155604,-10.9436244
2998141575,7.9289675,-11.4401102
4011852427,8.9330847,-13.1437822
2998141580,7.9301151,-11.4394883
3133932173,8.3093827,-13.0512129
4011852430,8.9336221,-13.1443577
3123446417,8.6410511,-12.6205638
3133932177,8.3095267,-13.0389506
3126854294,8.5961412,-12.5176394
3123446423,8.6407282,-12.6196082
3123446424,8.6393822,-12.6214154
3023307423,7.2535419,-11.2362547
3023307426,7.2547443,-11.2332778
2127561378,7.647967,-11.9599888
2127561382,7.6482684,-11.95922
2746221238,8.4747576,-10.3823282
2976383672,7.8882961,-10.9240674
3138650809,8.9314874,-12.3360632
2998141626,7.8897672,-11.4499436
2976383675,7.8885989,-10.9246013
2976383677,7.8891715,-10.9242419
2998141630,7.8897463,-11.4489968
4011852483,8.9576153,-13.0210116
3138388688,8.6926103,-13.1305396
3120825042,8.7968368,-12.5424938
2976383708,7.8916551,-10.9260579
3130786525,8.6029172,-12.5315098
3126854370,8.6212806,-12.5015623
3126854371,8.6213094,-12.501684
3126854376,8.6216119,-12.4988973
4168090344,9.9968881,-11.5664297
2976383723,7.8920361,-10.921362
3120825071,8.7987962,-12.5401806
2952528624,7.9995413,-10.8478471
3135505136,8.8222033,-12.6674484
2976383731,7.8923798,-10.9218785
4168090356,9.9972843,-11.5508796
2766668534,8.6866136,-10.8401333
3126854394,8.6220109,-12.499839
2952528635,8.0003967,-10.8473826
2952528636,8.0004773,-10.8491814
3135505146,8.8246831,-12.6987835
4347396862,8.2312337,-10.4992091
2972451588,8.7928938,-11.3655033
3126854404,8.6225858,-12.5015463
3120825097,8.8002498,-12.5401611
3155428106,8.5056574,-12.2245967
3123446542,8.6407158,-12.6239261
3033006862,8.4390943,-13.1605107
4168090384,9.9986114,-11.5525606
2972451601,8.794727,-11.3813948
3135505170,8.8280769,-12.6883389
3033006863,8.4389036,-13.1609615
2766668564,8.6818565,-10.8498824
3084387093,7.4072424,-12.3424248
3120825110,8.8009224,-12.5367147
3120825112,8.8010869,-12.5447527
3033006873,8.4377027,-13.1596251
3123446554,8.6410238,-12.622134
3123446555,8.6428803,-12.6213365
4168090397,9.9990251,-11.552057
4168090398,9.99907,-11.5524218
3135505183,8.8296202,-12.6971966
2972451616,8.7961386,-11.3804269
3033006882,8.4392535,-13.1579449
3033006883,8.438411,-13.1582709
3123446564,8.6423354,-12.6204651
3123446565,8.6434796,-12.621967
2127561510,7.6546083,-11.9723351
3135505190,8.8312482,-12.670952
2750415656,8.2748295,-10.5721831
3135505193,8.8314667,-12.694025
3123446566,8.6433675,-12.6220044
3155428139,8.5086497,-12.2167593
3120825132,8.8023034,-12.5354693
3135505197,8.831683,-12.6814229
3033006892,8.4362593,-13.1586498
3120825135,8.8023868,-12.5371982
3123446575,8.6424007,-12.621847
3033006890,8.4380328,-13.1590559
3033006898,8.4374358,-13.1566399
3033006899,8.4367816,-13.1572909
3033006891,8.4386502,-13.1593759
3033006903,8.4346473,-13.1575794
3033006904,8.4369247,-13.1591053
2998141753,7.883707,-11.4655075
3033006907,8.4360206,-13.1601526
2127561532,7.6558247,-11.9721213
2998141762,7.8781034,-11.4705904
3033006917,8.4374229,-13.1594459
3033006918,8.4332028,-13.1610722
3135505223,8.8338462,-12.6946785
3458728776,9.2605873,-12.7994458
3033006921,8.4324513,-13.1621053
3033006925,8.4316225,-13.1636011
3033006928,8.4326115,-13.1638529
3033006929,8.4319037,-13.1628871
3033006931,8.4343725,-13.1573925
3458728792,9.2657396,-12.8012243
3123446622,8.6456366,-12.6243867
2962228074,8.6690381,-10.517101
3138126710,8.5815085,-13.1619973
6107693945,8.7059725,-12.1353281
6107693946,9.3356632,-10.9105577
6107693947,8.1025639,-11.3328365
3138126716,8.5815741,-13.1614755
2962228095,8.6693019,-10.5177595
2962228097,8.6693602,-10.5178156
3138126727,8.5816706,-13.1622988
3127640968,8.5746143,-12.5826862
2744124312,8.664662,-10.4759723
3127640994,8.5748195,-12.5866184
5241045930,9.5714439,-11.5596422
3127641002,8.5748916,-12.5732533
5241045933,9.5710832,-11.5596353
3127641009,8.574969,-12.5832251
3135505336,8.83487,-12.690336
4218422203,8.7783504,-13.1671961
3010200510,7.8512392,-11.2747112
3010200517,7.8498333,-11.2724939
3135505349,8.8371868,-12.6709754
3135505354,8.8375368,-12.6680995
3010200526,7.8515262,-11.277144
3010200527,7.8518273,-11.2760711
3010200529,7.8489684,-11.2701418
3135505361,8.8380451,-12.668888
3135505381,8.8406013,-12.6589165
884212712,7.9186558,-11.7213003
884212717,7.8421903,-11.7148302
2964849645,9.8766304,-11.1570373
3135505394,8.8424276,-12.6619059
3090154484,7.6872511,-11.1165148
2976121847,8.7228809,-11.3794038
3445621752,9.5838186,-12.4975418
884212730,7.3569082,-11.7203769
3135505403,8.8435712,-12.6720949
884212734,7.5665584,-11.6563554
3135505409,8.8444665,-12.6579118
884212743,7.751924,-11.7101395
3133408274,8.6871196,-12.7436799
3133408275,8.6881608,-12.7380615
3133408276,8.6897452,-12.7389754
3133408277,8.6910934,-12.7397208
3182691351,8.4526697,-12.8756289
884212762,7.9071783,-11.7179457
3429631014,9.4056788,-12.6942435
3133408300,8.6939618,-12.7347266
3132359725,8.7186124,-12.8485153
3026977837,8.1994022,-13.129093
884212785,7.5242923,-11.671387
3132359729,8.7175767,-12.8486123
3132359731,8.7195909,-12.8466635
884212788,7.3578423,-11.7156434
3026977845,8.2142946,-13.1027482
3026977846,8.2144182,-13.1032899
3133408313,8.6976009,-12.7451362
2744124475,8.6689196,-10.4793879
3133408315,8.697615,-12.7239411
3379561533,8.3208683,-13.0447818
2969044031,7.8551294,-11.1910603
3132359743,8.743397,-12.8407604
3132359744,8.7429613,-12.8402322
3379561538,8.3217305,-13.0442925
3142583363,9.6747534,-11.9939035
3142583364,9.6748096,-11.9947264
3133408326,8.69846,-12.7279218
3132359752,8.7411215,-12.8402912
3133670476,8.1925531,-12.4327461
3142583381,9.6754862,-11.994806
2489320539,8.5660355,-13.1437781
3142583389,9.6763066,-11.995162
2489320542,8.5666837,-13.1460267
884212837,7.59979,-11.6583496
3142583399,9.6772892,-11.9949048
1846805609,8.4967213,-13.2877754
1846805613,8.4967985,-13.288199
3142583422,9.6780768,-11.9932127
2489320576,8.5901182,-13.1528943
1846805632,8.49689,-13.2882575
884212866,7.5744877,-11.6509551
3133932680,8.1929863,-12.4029787
2489320587,8.595335,-13.1697751
2489320593,8.5954723,-13.1640016
3026977940,8.2087096,-13.1051118
2489320597,8.5959503,-13.1683264
2976384151,7.8955559,-10.9193873
884212887,7.9579244,-11.7326256
2976384153,7.8956641,-10.9160701
3133932698,8.193248,-12.4076549
3187934362,8.5439149,-11.243482
3187934364,8.5441461,-11.2437261
884212893,7.5678127,-11.6554744
3133932702,8.1933342,-12.4050502
3187934365,8.544081,-11.2436211
3187934361,8.5452582,-11.2427112
3127641252,8.5753891,-12.5847072
3026977956,8.2213057,-13.0987804
2976384166,7.8963489,-10.9167691
3026977957,8.2225274,-13.1036536
3026977959,8.2237264,-13.1048858
3127641257,8.5754365,-12.5696338
3127641259,8.5754467,-12.5850634
3187934380,8.5450229,-11.2434312
3187934381,8.5445721,-11.2447077
2976384174,7.8974024,-10.9106949
2976384175,7.8974238,-10.9004199
3187934383,8.5446043,-11.2444041
2976384177,7.8974785,-10.9179313
2978743474,7.8534065,-11.1942502
2976384178,7.8977009,-10.9134291
3187934384,8.5449815,-11.2448314
2976384184,7.8979427,-10.9141358
3187934392,8.5451054,-11.2455397
2165048504,8.4811138,-13.2048268
2164524216,8.4933511,-13.2150263
2976384194,7.8983102,-10.9187547
2164524227,8.4927813,-13.2150105
2976384197,7.8984904,-10.9123596
2164524231,8.4932966,-13.2150956
2164524232,8.4921223,-13.2094731
2952529098,8.3966425,-10.7005508
2976384205,7.8986629,-10.9161147
2164524240,8.4919592,-13.2095169
3127641299,8.5762505,-12.5795229
2164524249,8.4909083,-13.2088822
2976384220,7.899246,-10.9111443
2164524252,8.4939724,-13.2150389
884212958,7.4056611,-11.7062842
2976384223,7.8994677,-10.9141435
2164524255,8.4933849,-13.213395
5194122466,7.5724908,-11.652846
884212963,7.3568234,-11.7196087
4108584169,8.2656314,-10.5818739
2164524269,8.493353,-13.2107611
2164524271,8.4922028,-13.2082863
4108584176,8.2659287,-10.5817925
884212977,7.7383759,-11.6989646
2978743537,7.853709,-11.19403
3026978035,8.1954787,-13.1336782
2164524273,8.4894575,-13.2081424
4108584181,8.2656443,-10.5820745
3203663095,7.8658169,-11.2008284
2978743544,7.8537829,-11.1925481
3203663098,7.8658701,-11.2010135
4108584187,8.2651506,-10.5817374
4108584188,8.2655919,-10.5820506
884212989,7.927076,-11.7230935
3133670654,8.2020303,-12.4362181
3026978049,8.2094763,-13.1337412
3026978050,8.2096918,-13.1048579
3142583557,9.678891,-11.9948075
2164524293,8.4914875,-13.2098828
2164524296,8.4929417,-13.2134598
2164524298,8.4933478,-13.2100236
2978743565,7.8540606,-11.194775
3203663119,7.865818,-11.2012995
3203663120,7.8657558,-11.200882
3026978065,8.2218207,-13.1009867
3026978066,8.2219062,-13.101093
2164524307,8.4910715,-13.2104091
3203663124,7.8659548,-11.2006526
3203663126,7.8661118,-11.2005334
2164524311,8.49189,-13.2093857
2164524314,8.4926748,-13.2100994
3203663132,7.864587,-11.2017508
2164524318,8.4929852,-13.2099841
3080717604,9.1018926,-12.046352
2955412776,8.4681556,-10.3633684
2164524328,8.4896403,-13.2096821
2164524329,8.4932075,-13.2089027
3203663148,7.8644255,-11.2031865
2978743598,7.8542178,-11.1920845
3080717614,9.1040508,-12.0460096
4314891568,9.3977739,-10.9693372
3203663155,7.865435,-11.2020344
3203663157,7.8640854,-11.204048
2164524344,8.4933344,-13.2114452
2978743611,7.8543242,-11.1919771
3009938751,7.8304635,-11.7575933
3009938752,7.8403718,-11.7670389
4314891584,9.3971565,-10.9664978
4314891587,9.3973508,-10.965563
2978743620,7.8544142,-11.1938843
2164524358,8.4921708,-13.2096666
2164524364,8.4917136,-13.2101452
2967471445,8.6956014,-11.2487074
2165048663,8.4804815,-13.2058902
3030123864,8.404855,-13.0275859
3009938784,7.827681,-11.7568866
2967471456,8.6962146,-11.2526412
3091465573,8.6126119,-11.1002784
2164524393,8.4916646,-13.2071083
3029861739,8.2827827,-13.0789657
3148088684,9.0107115,-12.0472974
2967471472,8.6974587,-11.2550856
2165048689,8.4827465,-13.2045076
3030123890,8.4047279,-13.0264152
2164524403,8.4930455,-13.2106809
2967471478,8.6978403,-11.2605723
2164524406,8.4940171,-13.2104883
2164524408,8.4895357,-13.2085625
2967471481,8.6980933,-11.2605395
3030123898,8.4059035,-13.0266552
3030123899,8.4049285,-13.0286567
3470525818,9.0469914,-12.7973405
3029861757,8.2980785,-13.0790656
2164524407,8.4940095,-13.2131004
2164524415,8.4906534,-13.2112849
3470525825,9.0475009,-12.8126234
2967471490,8.6985072,-11.2564127
2165048706,8.4807172,-13.2052854
3148088708,9.0078558,-12.048794
2164524418,8.4896217,-13.2089303
3029861767,8.2971676,-13.0791946
3030123912,8.4064729,-13.02899
3030123913,8.4048027,-13.0289547
3029861768,8.297744,-13.0796916
3030123915,8.4043552,-13.0286677
3030123916,8.4033977,-13.0309014
2164524429,8.493356,-13.2117992
3029861774,8.2980868,-13.0800332
3029861775,8.2952545,-13.0859748
2164524434,8.4933562,-13.2104741
2976122259,8.736274,-11.3435236
3029861779,8.2959053,-13.0864566
3430942103,9.0143042,-13.0760034
3430942104,9.0143572,-13.0761871
2164524439,8.4925565,-13.210163
3148088731,9.0026806,-12.0406079
2165048736,8.4798364,-13.2060019
2164524449,8.4940095,-13.2117693
2164524451,8.4931182,-13.2118423
2164524453,8.4896815,-13.2093297
3021735334,7.5166124,-10.9893411
3430942118,9.0136513,-13.0763927
3470525864,9.0492453,-12.7981284
3029861801,8.2966856,-13.0848423
2978743722,7.8548574,-11.1923188
3029861800,8.2974704,-13.0844464
3430942121,9.0144332,-13.076214
3203663277,7.8659459,-11.2045284
3470525869,9.0505647,-12.8019927
3029861807,8.2963638,-13.0841875
3029861808,8.2965387,-13.0844693
3430942120,9.014009,-13.0761156
2165048754,8.4813602,-13.2047416
2164524461,8.4925665,-13.2080263
2976384436,7.9000482,-10.9152942
2164524466,8.4919501,-13.2096487
2164524464,8.4923268,-13.2112222
3021735351,7.5238145,-10.9929865
3021735352,7.5240348,-10.9930388
2967471544,8.7005758,-11.2594725
3029861817,8.2962052,-13.084498
3029861821,8.2955598,-13.0866593
2976384446,7.9004968,-10.9103904
3009938878,7.8201675,-11.7764102
2967471550,8.7009599,-11.2596677
2164524483,8.4919889,-13.2093054
3127641540,8.5769131,-12.5839665
2164524485,8.4933857,-13.2131759
2976122311,8.7455389,-11.4232953
3026978248,8.203815,-13.1246372
3026978250,8.206385,-13.1043522
3026978253,8.2102844,-13.1050695
3127641550,8.5770107,-12.5742729
2164524495,8.492705,-13.2110079
3009938896,7.8207615,-11.7603037
3009938897,7.8206963,-11.7601426
3010201041,7.8505298,-11.274899
2165048786,8.4807901,-13.2051594
3010201047,7.8497513,-11.2695292
2164524505,8.4930499,-13.2150236
3010201053,7.8487984,-11.2692346
3009938910,7.8395693,-11.7548134
3026978269,8.2211131,-13.1016165
3148088800,8.9791493,-12.1219089
2164524512,8.4902567,-13.2040853
2967471586,8.7017698,-11.2622692
3010201060,7.8507925,-11.274765
2164524521,8.4912757,-13.2090927
3010201069,7.8513296,-11.2731314
3138651629,9.2608833,-12.1789264
2165048814,8.4847349,-13.2042096
2165048824,8.4799508,-13.2063994
3127641594,8.5774581,-12.5691216
3127641595,8.5774748,-12.5778644
3148088828,8.9791606,-12.1201985
2164524538,8.4915452,-13.2074364
2954888703,8.3875374,-10.6490799
2164524543,8.4906878,-13.2085866
2164524545,8.4903358,-13.204351
2986870274,7.9997397,-11.313815
3010201092,7.8491322,-11.2707095
2954888708,8.3888127,-10.6542277
3010201095,7.8522649,-11.2774927
3010201096,7.8475565,-11.2724689
2954888713,8.3893043,-10.6545768
3138913799,8.6372065,-13.2191037
3010201099,7.8486619,-11.2700308
2954888715,8.3925103,-10.6557572
3175876109,8.9312913,-12.0248824
2970879499,8.6794233,-11.1720599
3138913803,8.6378639,-13.2186929
3138913806,8.6377733,-13.2182333
3371697681,8.3740155,-13.0951406
3080717842,9.1088298,-12.0458832
3121350163,8.8073299,-12.5368229
3371697682,8.3748982,-13.0958025
3371697683,8.3756863,-13.0967202
2954888726,8.3928092,-10.657173
3371697684,8.3768133,-13.0999077
3175876120,8.9341697,-12.0175235
3147043941,8.4072951,-13.2652947
2164524565,8.4928697,-13.2091911
2164524569,8.4894304,-13.2047762
2164524572,8.4939182,-13.2099096
2164524575,8.4924016,-13.209615
2164524576,8.4928074,-13.2119454
3121350177,8.8050206,-12.5384503
2967471649,8.703424,-11.2517615
2164524578,8.4927042,-13.2095286
2986870309,7.9983692,-11.3163068
2164524581,8.4932943,-13.216279
3010201130,7.8515847,-11.2779057
3010201133,7.851757,-11.2770483
3121350190,8.8220099,-12.530562
2986870327,7.9996282,-11.3142549
3080717882,9.1186688,-12.0443079
2967471675,8.7045017,-11.2512628
3080717884,9.1188216,-12.0443302
3080717888,9.1193044,-11.984126
2967471681,8.7046359,-11.24836
2976122440,8.7469233,-11.4173273
2967471690,8.7049937,-11.2495032
3123447375,8.6462793,-12.6256432
2967471697,8.7051929,-11.2500634
4099671639,7.6686863,-11.1520755
2165048920,8.4792244,-13.1985375
4099671642,7.668768,-11.1523113
3123447392,8.6430557,-12.6281729
4099671649,7.669615,-11.1519745
2976122469,8.7492311,-11.4150969
2976122478,8.7498893,-11.4173622
4099671664,7.6707118,-11.1536875
3135506037,9.0053676,-12.3368134
2967471743,8.7065112,-11.251024
2976122500,8.7510503,-11.3565646
2967471753,8.7067639,-11.2553199
3026978446,8.2036669,-13.1100681
2967471759,8.7068919,-11.2497341
2165048974,8.4801093,-13.2061276
3080717969,9.125111,-12.0388513
3026978449,8.209205,-13.1047705
3026978451,8.2127489,-13.1009546
3080717972,9.1251807,-12.0442669
2976122517,8.7516741,-11.3561503
2967471765,8.7070588,-11.2540475
3080717977,9.1255859,-12.0476798
2165048986,8.4828461,-13.2056355
2937325213,8.1118437,-10.6387193
2976122526,8.7520568,-11.356464
3080717981,9.1258549,-11.969954
2967471774,8.7074087,-11.2491219
2967471776,8.707455,-11.2486918
2967471779,8.7076116,-11.2699782
3148088995,8.9992937,-12.0869391
4541908647,7.1576982,-11.4254819
3135506091,9.0084471,-12.3409576
3138127534,8.5817498,-13.1615792
2165049010,8.4795009,-13.2011287
3138127541,8.5817922,-13.1616042
3080718007,9.1277321,-12.0480903
2611742393,8.6102303,-13.2062562
3138127550,8.5818826,-13.1619359
2978743999,7.8554171,-11.1942727
3128690367,8.8081936,-12.7811684
2611742399,8.6096212,-13.2058644
2165049027,8.4816602,-13.2064703
3138127556,8.5819364,-13.162166
3128690373,8.8098642,-12.7827295
3138127557,8.5818621,-13.1624268
4541908679,7.2820953,-11.3921059
3426748103,9.8130317,-12.2812583
2951481035,8.090371,-10.811741
3426748109,9.812206,-12.2808053
2951481041,8.0904313,-10.8101525
2937325267,8.1144694,-10.6548242
4541908692,7.2913509,-11.3827574
4541908693,7.3095628,-11.3807882
3138127577,8.5820735,-13.1594586
3138127581,8.5821897,-13.1615476
3134995100,8.7781512,-12.7488806
3148089059,8.9588279,-12.0851361
3138127588,8.5822826,-13.1638421
3138127592,8.5824387,-13.1614573
3127641833,8.577701,-12.571586
3355860377,8.4521748,-13.2662243
3155166956,8.32244,-13.0682933
3155166957,8.3223427,-13.0682791
3155166958,8.3221398,-13.0682858
4541908721,7.301281,-11.3543511
4108584689,8.2655061,-10.5819267
3128690418,8.8299739,-12.8190277
4541908724,7.3261015,-11.3426918
3026978545,8.2143819,-13.0984189
3026978546,8.2147861,-13.0988962
3355860379,8.4523021,-13.2668744
4541908728,7.3235069,-11.3464271
3026978554,8.2174757,-13.099038
3128690428,8.8254166,-12.7790153
2611742462,8.6123607,-13.2054597
2611742463,8.6122097,-13.2048088
3138127615,8.5827601,-13.1644573
3127641863,8.5781697,-12.5687579
3138127627,8.5828668,-13.1639056
4541908755,7.2698265,-11.3456496
2165049119,8.4837825,-13.2042155
3127641892,8.578705,-12.5684244
2165049133,8.480534,-13.2060236
